training_step,loss,epsilon,memory_size,timestamp
0,325.87420654296875,1.0,54,2026-02-05T22:16:21.512406
0,297.06280517578125,1.0,32,2026-02-05T22:34:14.070619
1,259.33599853515625,0.998,34,2026-02-05T22:34:18.176933
2,201.86895751953125,0.996004,36,2026-02-05T22:34:22.055883
3,161.5110626220703,0.994011992,38,2026-02-05T22:34:33.938672
4,91.6915283203125,0.992023968016,40,2026-02-05T22:34:49.170751
5,114.08417510986328,0.990039920079968,42,2026-02-05T22:35:02.695972
6,89.28611755371094,0.9880598402398081,44,2026-02-05T22:35:15.730906
7,88.23789978027344,0.9860837205593285,46,2026-02-05T22:35:33.065218
8,121.71411895751953,0.9841115531182099,48,2026-02-05T22:35:44.376254
9,110.28880310058594,0.9821433300119734,50,2026-02-05T22:35:59.801413
10,117.15837860107422,0.9801790433519495,52,2026-02-05T22:36:10.189446
11,127.690673828125,0.9782186852652456,54,2026-02-05T22:36:19.689534
12,93.58499145507812,0.976262247894715,56,2026-02-05T22:36:24.966401
13,81.31648254394531,0.9743097233989256,58,2026-02-05T22:36:36.210553
14,72.57550811767578,0.9723611039521278,60,2026-02-05T22:36:45.592197
15,102.28508758544922,0.9704163817442236,62,2026-02-05T22:36:53.635613
16,67.53602600097656,0.9684755489807352,64,2026-02-05T22:36:58.760122
17,57.26429748535156,0.9665385978827737,66,2026-02-05T22:37:06.259075
18,62.28792190551758,0.9646055206870082,68,2026-02-05T22:37:13.182304
0,331.7320251464844,1.0,32,2026-02-05T23:10:11.597513
1,263.26416015625,0.998,34,2026-02-05T23:10:15.237450
2,199.6553497314453,0.996004,36,2026-02-05T23:10:23.022287
3,146.4300994873047,0.994011992,38,2026-02-05T23:10:28.066019
4,105.763916015625,0.992023968016,40,2026-02-05T23:10:36.937100
5,95.48180389404297,0.990039920079968,42,2026-02-05T23:10:47.664355
6,75.94315338134766,0.9880598402398081,44,2026-02-05T23:10:56.317059
7,70.77725219726562,0.9860837205593285,46,2026-02-05T23:11:05.405965
8,107.03651428222656,0.9841115531182099,48,2026-02-05T23:11:14.507828
9,82.54708099365234,0.9821433300119734,50,2026-02-05T23:11:27.039025
10,75.37621307373047,0.9801790433519495,52,2026-02-05T23:11:38.211336
11,98.17914581298828,0.9782186852652456,54,2026-02-05T23:11:45.834250
12,75.3248062133789,0.976262247894715,56,2026-02-05T23:11:56.004169
13,68.45687866210938,0.9743097233989256,58,2026-02-05T23:12:05.179763
14,110.69120788574219,0.9723611039521278,60,2026-02-05T23:12:16.114990
15,81.4717788696289,0.9704163817442236,62,2026-02-05T23:12:25.021446
16,116.73214721679688,0.9684755489807352,64,2026-02-05T23:12:37.579192
17,78.2961196899414,0.9665385978827737,66,2026-02-05T23:12:46.391781
18,78.4894790649414,0.9646055206870082,68,2026-02-05T23:12:58.180925
19,89.13798522949219,0.9626763096456342,70,2026-02-05T23:13:10.242716
20,107.02732849121094,0.9607509570263429,72,2026-02-05T23:13:22.217575
21,106.39790344238281,0.9588294551122902,74,2026-02-05T23:13:33.256787
22,114.26636505126953,0.9569117962020657,76,2026-02-05T23:13:42.705493
23,89.47219848632812,0.9549979726096616,78,2026-02-05T23:13:53.206191
24,101.51587677001953,0.9530879766644422,80,2026-02-05T23:14:03.075990
25,86.26567840576172,0.9511818007111134,82,2026-02-05T23:14:14.947028
26,109.0488510131836,0.9492794371096911,84,2026-02-05T23:14:24.013931
27,115.06060028076172,0.9473808782354717,86,2026-02-05T23:14:33.370515
28,93.44161224365234,0.9454861164790007,88,2026-02-05T23:14:43.350751
29,94.03314971923828,0.9435951442460427,90,2026-02-05T23:14:52.370466
30,115.49739074707031,0.9417079539575507,92,2026-02-05T23:15:02.530680
31,163.19720458984375,0.9398245380496356,94,2026-02-05T23:15:12.949314
32,82.751708984375,0.9379448889735363,96,2026-02-05T23:15:22.521456
33,114.49388122558594,0.9360689991955893,98,2026-02-05T23:15:32.275125
34,111.12614440917969,0.9341968611971981,100,2026-02-05T23:15:44.862363
35,93.6148452758789,0.9323284674748037,102,2026-02-05T23:15:53.700462
36,155.56329345703125,0.930463810539854,104,2026-02-05T23:16:05.032381
37,173.89773559570312,0.9286028829187744,106,2026-02-05T23:16:16.624944
38,173.01625061035156,0.9267456771529368,108,2026-02-05T23:16:28.763307
39,117.34650421142578,0.9248921857986309,110,2026-02-05T23:16:41.966831
40,132.4237060546875,0.9230424014270336,112,2026-02-05T23:16:51.920453
41,177.75990295410156,0.9211963166241796,114,2026-02-05T23:17:02.265848
42,146.9742889404297,0.9193539239909312,116,2026-02-05T23:17:13.198285
43,156.60629272460938,0.9175152161429493,118,2026-02-05T23:17:24.647006
44,95.39624786376953,0.9156801857106633,120,2026-02-05T23:17:34.531646
45,140.93934631347656,0.913848825339242,122,2026-02-05T23:17:46.091403
46,116.23069763183594,0.9120211276885636,124,2026-02-05T23:17:56.596691
47,178.48023986816406,0.9101970854331864,126,2026-02-05T23:18:06.393922
48,108.09626770019531,0.9083766912623201,128,2026-02-05T23:18:17.133342
49,68.97716522216797,0.9065599378797955,130,2026-02-05T23:18:27.687013
50,108.85413360595703,0.9047468180040359,132,2026-02-05T23:18:39.195723
51,123.99579620361328,0.9029373243680279,134,2026-02-05T23:18:48.172070
52,210.4268798828125,0.9011314497192918,136,2026-02-05T23:19:00.275978
53,151.58322143554688,0.8993291868198532,138,2026-02-05T23:19:14.231350
54,107.56119537353516,0.8975305284462135,140,2026-02-05T23:19:24.270236
55,143.15472412109375,0.8957354673893211,142,2026-02-05T23:19:37.602719
56,128.71859741210938,0.8939439964545425,144,2026-02-05T23:19:46.647955
57,174.21029663085938,0.8921561084616334,146,2026-02-05T23:19:55.068812
58,131.5941162109375,0.8903717962447101,148,2026-02-05T23:20:05.535715
59,192.85498046875,0.8885910526522206,150,2026-02-05T23:20:18.628944
60,151.55226135253906,0.8868138705469162,152,2026-02-05T23:20:26.896935
61,157.34817504882812,0.8850402428058224,154,2026-02-05T23:20:37.481547
62,90.52839660644531,0.8832701623202107,156,2026-02-05T23:20:46.322207
63,134.39573669433594,0.8815036219955703,158,2026-02-05T23:20:56.712151
64,152.59732055664062,0.8797406147515792,160,2026-02-05T23:21:13.783864
65,128.99562072753906,0.877981133522076,162,2026-02-05T23:21:27.827474
66,171.07850646972656,0.8762251712550319,164,2026-02-05T23:21:37.051016
67,128.1486358642578,0.8744727209125218,166,2026-02-05T23:21:49.422876
68,112.11753845214844,0.8727237754706968,168,2026-02-05T23:22:00.502782
69,89.69176483154297,0.8709783279197554,170,2026-02-05T23:22:10.173492
70,173.67538452148438,0.8692363712639158,172,2026-02-05T23:22:23.349238
71,190.46966552734375,0.867497898521388,174,2026-02-05T23:22:34.246195
72,111.21414947509766,0.8657629027243453,176,2026-02-05T23:22:45.604130
73,195.59588623046875,0.8640313769188966,178,2026-02-05T23:22:57.595052
74,181.48870849609375,0.8623033141650589,180,2026-02-05T23:23:09.290000
75,209.92771911621094,0.8605787075367288,182,2026-02-05T23:23:20.357186
76,134.54783630371094,0.8588575501216553,184,2026-02-05T23:23:28.366960
77,102.19585418701172,0.857139835021412,186,2026-02-05T23:23:37.785759
78,164.98593139648438,0.8554255553513692,188,2026-02-05T23:23:47.692859
79,131.21945190429688,0.8537147042406664,190,2026-02-05T23:24:02.077302
80,136.767333984375,0.8520072748321851,192,2026-02-05T23:24:12.794462
81,131.76116943359375,0.8503032602825207,194,2026-02-05T23:24:22.611440
82,148.1852264404297,0.8486026537619556,196,2026-02-05T23:24:31.144993
83,174.24215698242188,0.8469054484544317,198,2026-02-05T23:24:41.729187
84,177.11428833007812,0.8452116375575228,200,2026-02-05T23:24:51.284934
85,134.4999542236328,0.8435212142824078,202,2026-02-05T23:25:00.477851
86,123.20370483398438,0.841834171853843,204,2026-02-05T23:25:05.834264
87,84.4425048828125,0.8401505035101353,206,2026-02-05T23:25:14.446298
88,201.55526733398438,0.838470202503115,208,2026-02-05T23:25:27.583906
89,144.87013244628906,0.8367932620981088,210,2026-02-05T23:25:36.465622
90,143.82981872558594,0.8351196755739125,212,2026-02-05T23:25:48.587079
91,132.34951782226562,0.8334494362227647,214,2026-02-05T23:25:57.996964
92,184.88302612304688,0.8317825373503192,216,2026-02-05T23:26:07.226276
93,170.41758728027344,0.8301189722756185,218,2026-02-05T23:26:15.943910
94,219.71942138671875,0.8284587343310672,220,2026-02-05T23:26:27.445772
95,129.12802124023438,0.8268018168624051,222,2026-02-05T23:26:35.071830
96,127.56317138671875,0.8251482132286803,224,2026-02-05T23:26:43.795793
97,204.6302490234375,0.823497916802223,226,2026-02-05T23:26:55.596087
98,161.210205078125,0.8218509209686186,228,2026-02-05T23:27:04.893935
99,199.94931030273438,0.8202072191266814,230,2026-02-05T23:27:18.308532
100,285.4374694824219,0.818566804688428,232,2026-02-05T23:27:32.039132
101,118.93977355957031,0.8169296710790511,234,2026-02-05T23:27:46.618402
102,113.40160369873047,0.815295811736893,236,2026-02-05T23:27:58.539976
103,112.83265686035156,0.8136652201134192,238,2026-02-05T23:28:08.843448
104,136.12864685058594,0.8120378896731923,240,2026-02-05T23:28:23.799094
105,115.97895050048828,0.8104138138938459,242,2026-02-05T23:28:36.459729
106,131.29173278808594,0.8087929862660582,244,2026-02-05T23:28:53.112221
107,181.81382751464844,0.8071754002935261,246,2026-02-05T23:29:06.393830
108,156.67404174804688,0.805561049492939,248,2026-02-05T23:29:22.503500
109,158.27606201171875,0.8039499273939532,250,2026-02-05T23:29:29.733966
110,236.24441528320312,0.8023420275391653,252,2026-02-05T23:29:45.158496
111,168.90956115722656,0.800737343484087,254,2026-02-05T23:29:54.702174
112,116.10669708251953,0.7991358687971188,256,2026-02-05T23:30:06.206888
113,162.2555389404297,0.7975375970595246,258,2026-02-05T23:30:13.173351
114,203.63633728027344,0.7959425218654056,260,2026-02-05T23:30:22.238708
115,173.82443237304688,0.7943506368216747,262,2026-02-05T23:30:34.560572
116,276.40985107421875,0.7927619355480314,264,2026-02-05T23:30:47.618536
117,226.35037231445312,0.7911764116769353,266,2026-02-05T23:30:55.383333
118,55.87355041503906,0.7895940588535815,268,2026-02-05T23:31:07.173572
119,173.49981689453125,0.7880148707358743,270,2026-02-05T23:31:12.246993
120,208.61846923828125,0.7864388409944025,272,2026-02-05T23:31:24.166597
121,139.96121215820312,0.7848659633124138,274,2026-02-05T23:31:30.881899
122,156.8323516845703,0.783296231385789,276,2026-02-05T23:31:46.513308
123,157.27096557617188,0.7817296389230174,278,2026-02-05T23:31:58.164090
124,114.7987289428711,0.7801661796451713,280,2026-02-05T23:32:11.546614
125,187.39361572265625,0.778605847285881,282,2026-02-05T23:32:26.301104
126,123.8101806640625,0.7770486355913092,284,2026-02-05T23:32:37.311399
127,175.4540557861328,0.7754945383201266,286,2026-02-05T23:32:54.477206
128,194.09178161621094,0.7739435492434863,288,2026-02-05T23:33:08.367563
129,181.99270629882812,0.7723956621449993,290,2026-02-05T23:33:14.996758
130,100.03971862792969,0.7708508708207094,292,2026-02-05T23:33:27.124736
131,158.27728271484375,0.769309169079068,294,2026-02-05T23:33:40.979802
132,102.02983093261719,0.7677705507409098,296,2026-02-05T23:33:53.804312
133,122.12565612792969,0.766235009639428,298,2026-02-05T23:34:10.796780
134,114.81405639648438,0.7647025396201492,300,2026-02-05T23:34:23.536330
135,185.6790313720703,0.763173134540909,302,2026-02-05T23:34:37.959130
136,158.61459350585938,0.7616467882718272,304,2026-02-05T23:34:55.788734
137,92.63587951660156,0.7601234946952835,306,2026-02-05T23:35:10.939617
138,184.2520751953125,0.7586032477058929,308,2026-02-05T23:35:23.385398
139,97.76941680908203,0.7570860412104812,310,2026-02-05T23:35:36.862091
140,233.7587432861328,0.7555718691280602,312,2026-02-05T23:35:52.600310
141,332.2248840332031,0.7540607253898041,314,2026-02-05T23:36:07.219374
142,92.10675811767578,0.7525526039390245,316,2026-02-05T23:36:25.381382
143,347.0555725097656,0.7510474987311464,318,2026-02-05T23:36:40.468421
144,210.45388793945312,0.7495454037336841,320,2026-02-05T23:36:52.875057
145,238.0743408203125,0.7480463129262167,322,2026-02-05T23:37:04.503005
146,382.72991943359375,0.7465502203003642,324,2026-02-05T23:37:17.772819
147,244.076171875,0.7450571198597635,326,2026-02-05T23:37:32.999331
148,96.7211685180664,0.743567005620044,328,2026-02-05T23:37:50.947530
149,174.78419494628906,0.7420798716088038,330,2026-02-05T23:38:04.476379
150,202.59967041015625,0.7405957118655863,332,2026-02-05T23:38:20.440957
151,208.90281677246094,0.7391145204418551,334,2026-02-05T23:38:32.091605
152,271.6585998535156,0.7376362914009714,336,2026-02-05T23:38:45.259226
153,145.43154907226562,0.7361610188181695,338,2026-02-05T23:39:00.807118
154,149.79103088378906,0.7346886967805332,340,2026-02-05T23:39:14.172694
155,195.1704559326172,0.733219319386972,342,2026-02-05T23:39:27.560593
156,150.96522521972656,0.7317528807481981,344,2026-02-05T23:39:36.182910
157,127.86893463134766,0.7302893749867018,346,2026-02-05T23:39:43.026473
158,267.50909423828125,0.7288287962367284,348,2026-02-05T23:39:53.545248
159,207.22035217285156,0.727371138644255,350,2026-02-05T23:40:03.043362
160,262.8838195800781,0.7259163963669665,352,2026-02-05T23:40:17.383969
161,235.1052703857422,0.7244645635742325,354,2026-02-05T23:40:35.389939
162,132.37405395507812,0.723015634447084,356,2026-02-05T23:40:49.278792
163,215.81126403808594,0.7215696031781899,358,2026-02-05T23:40:54.417219
164,156.3990936279297,0.7201264639718334,360,2026-02-05T23:41:08.775502
165,161.31625366210938,0.7186862110438897,362,2026-02-05T23:41:14.405264
166,78.62118530273438,0.717248838621802,364,2026-02-05T23:41:26.142653
167,134.96658325195312,0.7158143409445584,366,2026-02-05T23:41:36.520382
168,150.4245147705078,0.7143827122626694,368,2026-02-05T23:41:53.272245
169,70.2108154296875,0.7129539468381441,370,2026-02-05T23:42:08.467788
170,383.0395202636719,0.7115280389444678,372,2026-02-05T23:42:28.008864
171,126.16658020019531,0.7101049828665789,374,2026-02-05T23:42:44.114494
172,288.13787841796875,0.7086847729008457,376,2026-02-05T23:42:55.403694
173,162.94068908691406,0.707267403355044,378,2026-02-05T23:43:06.328903
174,169.54112243652344,0.705852868548334,380,2026-02-05T23:43:18.759578
175,285.56591796875,0.7044411628112373,382,2026-02-05T23:43:29.832177
176,91.64118194580078,0.7030322804856147,384,2026-02-05T23:43:42.180999
177,213.93179321289062,0.7016262159246435,386,2026-02-05T23:43:57.179184
178,129.1307373046875,0.7002229634927942,388,2026-02-05T23:44:10.747696
179,132.15618896484375,0.6988225175658086,390,2026-02-05T23:44:25.441155
180,228.32008361816406,0.697424872530677,392,2026-02-05T23:44:40.540920
181,129.85906982421875,0.6960300227856157,394,2026-02-05T23:44:52.300003
182,312.0348205566406,0.6946379627400444,396,2026-02-05T23:45:02.514264
183,139.9032745361328,0.6932486868145643,398,2026-02-05T23:45:13.193178
184,178.84820556640625,0.6918621894409351,400,2026-02-05T23:45:31.035874
185,140.8983154296875,0.6904784650620532,402,2026-02-05T23:45:45.845667
186,94.42475891113281,0.6890975081319292,404,2026-02-05T23:45:56.874639
187,176.42144775390625,0.6877193131156653,406,2026-02-05T23:46:13.560233
188,214.8536376953125,0.6863438744894339,408,2026-02-05T23:46:20.852147
189,198.43228149414062,0.684971186740455,410,2026-02-05T23:46:29.791316
190,195.38433837890625,0.6836012443669741,412,2026-02-05T23:46:36.984078
191,382.2584228515625,0.6822340418782402,414,2026-02-05T23:46:42.747367
192,211.68247985839844,0.6808695737944838,416,2026-02-05T23:46:51.355824
193,118.80488586425781,0.6795078346468948,418,2026-02-05T23:47:01.173848
194,265.7299499511719,0.678148818977601,420,2026-02-05T23:47:11.216941
195,117.37120056152344,0.6767925213396458,422,2026-02-05T23:47:22.438708
196,589.0929565429688,0.6754389362969666,424,2026-02-05T23:47:29.920786
197,148.90040588378906,0.6740880584243727,426,2026-02-05T23:47:38.092752
198,120.81419372558594,0.6727398823075239,428,2026-02-05T23:47:47.284387
199,174.1448974609375,0.6713944025429088,430,2026-02-05T23:47:54.545371
200,166.57627868652344,0.670051613737823,432,2026-02-05T23:48:01.877621
201,109.5159912109375,0.6687115105103473,434,2026-02-05T23:48:10.345543
202,193.36837768554688,0.6673740874893266,436,2026-02-05T23:48:19.781289
203,161.5897216796875,0.6660393393143479,438,2026-02-05T23:48:30.439578
204,202.87693786621094,0.6647072606357192,440,2026-02-05T23:48:37.081146
205,341.0938720703125,0.6633778461144477,442,2026-02-05T23:48:47.525090
206,364.1111755371094,0.6620510904222189,444,2026-02-05T23:48:57.397604
207,231.79307556152344,0.6607269882413744,446,2026-02-05T23:49:06.227616
208,246.75399780273438,0.6594055342648917,448,2026-02-05T23:49:12.453690
209,111.03631591796875,0.6580867231963619,450,2026-02-05T23:49:32.394852
210,287.2963562011719,0.6567705497499692,452,2026-02-05T23:49:47.399487
211,170.8762664794922,0.6554570086504692,454,2026-02-05T23:49:59.535293
212,249.52127075195312,0.6541460946331682,456,2026-02-05T23:50:15.116187
213,253.12399291992188,0.6528378024439019,458,2026-02-05T23:50:23.277596
214,214.99188232421875,0.6515321268390141,460,2026-02-05T23:50:41.333826
215,196.24737548828125,0.6502290625853361,462,2026-02-05T23:50:53.758573
216,123.81298828125,0.6489286044601654,464,2026-02-05T23:51:02.992942
217,194.81716918945312,0.6476307472512451,466,2026-02-05T23:51:19.368566
218,115.19181060791016,0.6463354857567426,468,2026-02-05T23:51:32.202010
219,176.7060546875,0.6450428147852291,470,2026-02-05T23:51:49.873333
220,235.87091064453125,0.6437527291556586,472,2026-02-05T23:52:03.250984
221,149.62411499023438,0.6424652236973473,474,2026-02-05T23:52:17.252590
222,101.26991271972656,0.6411802932499525,476,2026-02-05T23:52:34.246795
223,251.58384704589844,0.6398979326634526,478,2026-02-05T23:52:52.358215
224,189.75656127929688,0.6386181367981257,480,2026-02-05T23:53:06.472252
225,404.28369140625,0.6373409005245295,482,2026-02-05T23:53:20.769016
226,410.4832458496094,0.6360662187234805,484,2026-02-05T23:53:35.813386
227,992.1452026367188,0.6347940862860335,486,2026-02-05T23:53:50.190645
228,278.10638427734375,0.6335244981134615,488,2026-02-05T23:53:57.016379
229,119.1903305053711,0.6322574491172346,490,2026-02-05T23:54:12.639713
230,563.0225219726562,0.6309929342190002,492,2026-02-05T23:54:24.909937
231,396.2274169921875,0.6297309483505622,494,2026-02-05T23:54:41.745108
232,359.503173828125,0.6284714864538611,496,2026-02-05T23:54:54.618016
233,247.5424346923828,0.6272145434809534,498,2026-02-05T23:55:06.923999
234,309.9555358886719,0.6259601143939915,500,2026-02-05T23:55:19.481337
235,50.887245178222656,0.6247081941652035,502,2026-02-05T23:55:33.861769
236,246.66128540039062,0.6234587777768731,504,2026-02-05T23:55:50.784123
237,281.5260009765625,0.6222118602213194,506,2026-02-05T23:56:07.761837
238,129.71282958984375,0.6209674365008767,508,2026-02-05T23:56:24.769753
239,223.20773315429688,0.619725501627875,510,2026-02-05T23:56:38.400966
240,721.0772094726562,0.6184860506246193,512,2026-02-05T23:56:55.718131
241,175.72225952148438,0.61724907852337,514,2026-02-05T23:57:14.451352
242,402.1257019042969,0.6160145803663232,516,2026-02-05T23:57:32.062220
243,488.5585632324219,0.6147825512055906,518,2026-02-05T23:57:52.667706
244,88.1915283203125,0.6135529861031793,520,2026-02-05T23:58:10.515981
245,83.8448715209961,0.612325880130973,522,2026-02-05T23:58:27.761431
246,202.52740478515625,0.611101228370711,524,2026-02-05T23:58:44.993723
247,241.768798828125,0.6098790259139696,526,2026-02-05T23:58:58.667987
248,518.6467895507812,0.6086592678621416,528,2026-02-05T23:59:15.703336
249,582.5670166015625,0.6074419493264174,530,2026-02-05T23:59:31.956955
250,406.20025634765625,0.6062270654277645,532,2026-02-05T23:59:47.567391
251,828.9970703125,0.6050146112969089,534,2026-02-06T00:00:08.454214
252,259.12567138671875,0.6038045820743151,536,2026-02-06T00:00:22.938071
253,330.0897521972656,0.6025969729101665,538,2026-02-06T00:00:36.610960
254,217.31317138671875,0.6013917789643461,540,2026-02-06T00:00:49.912270
255,308.0191955566406,0.6001889954064175,542,2026-02-06T00:01:03.930204
256,468.1941223144531,0.5989886174156046,544,2026-02-06T00:01:18.783344
257,420.47357177734375,0.5977906401807734,546,2026-02-06T00:01:29.923762
258,526.1351318359375,0.5965950589004119,548,2026-02-06T00:01:41.812569
259,482.228515625,0.595401868782611,550,2026-02-06T00:01:54.690200
260,330.37005615234375,0.5942110650450458,552,2026-02-06T00:02:08.139858
261,313.3265075683594,0.5930226429149558,554,2026-02-06T00:02:22.327818
262,419.2057189941406,0.5918365976291259,556,2026-02-06T00:02:39.024256
263,158.42800903320312,0.5906529244338676,558,2026-02-06T00:02:52.462513
264,287.93890380859375,0.5894716185849999,560,2026-02-06T00:03:08.143090
265,164.31329345703125,0.5882926753478298,562,2026-02-06T00:03:21.932981
266,90.55009460449219,0.5871160899971342,564,2026-02-06T00:03:36.606215
267,467.06390380859375,0.5859418578171399,566,2026-02-06T00:03:42.680957
268,103.4432144165039,0.5847699741015057,568,2026-02-06T00:03:55.433823
269,216.3038787841797,0.5836004341533026,570,2026-02-06T00:04:13.651066
270,298.83966064453125,0.5824332332849961,572,2026-02-06T00:04:26.791201
271,200.7609100341797,0.5812683668184261,574,2026-02-06T00:04:36.218765
272,155.6075439453125,0.5801058300847892,576,2026-02-06T00:04:52.521678
273,831.7501220703125,0.5789456184246197,578,2026-02-06T00:05:03.698780
274,374.0304260253906,0.5777877271877704,580,2026-02-06T00:05:18.413400
275,692.7046508789062,0.5766321517333949,582,2026-02-06T00:05:30.211512
276,674.3446655273438,0.5754788874299281,584,2026-02-06T00:05:40.640714
277,760.5756225585938,0.5743279296550683,586,2026-02-06T00:05:51.765046
278,292.5218505859375,0.5731792737957582,588,2026-02-06T00:06:05.804154
279,202.0978546142578,0.5720329152481667,590,2026-02-06T00:06:20.222011
280,289.6219482421875,0.5708888494176704,592,2026-02-06T00:06:36.424477
281,375.4303894042969,0.569747071718835,594,2026-02-06T00:06:50.732264
282,224.0861358642578,0.5686075775753973,596,2026-02-06T00:07:04.482863
283,798.98828125,0.5674703624202465,598,2026-02-06T00:07:21.879600
284,207.6738739013672,0.5663354216954061,600,2026-02-06T00:07:32.872227
285,191.89393615722656,0.5652027508520152,602,2026-02-06T00:07:47.441944
286,253.54393005371094,0.5640723453503111,604,2026-02-06T00:08:03.641849
287,437.20623779296875,0.5629442006596105,606,2026-02-06T00:08:15.479525
288,283.38458251953125,0.5618183122582913,608,2026-02-06T00:08:31.632249
289,290.8927307128906,0.5606946756337747,610,2026-02-06T00:08:43.921887
290,92.84503173828125,0.5595732862825071,612,2026-02-06T00:09:00.492856
291,114.45781707763672,0.5584541397099421,614,2026-02-06T00:09:11.756219
292,481.6393127441406,0.5573372314305222,616,2026-02-06T00:09:20.909611
293,293.29833984375,0.5562225569676611,618,2026-02-06T00:09:39.539260
294,544.613037109375,0.5551101118537257,620,2026-02-06T00:09:58.076565
295,357.4512023925781,0.5539998916300183,622,2026-02-06T00:10:17.092680
296,286.2019348144531,0.5528918918467582,624,2026-02-06T00:10:31.424161
297,125.62510681152344,0.5517861080630647,626,2026-02-06T00:10:47.279852
298,135.6378936767578,0.5506825358469386,628,2026-02-06T00:10:56.675432
299,129.29916381835938,0.5495811707752447,630,2026-02-06T00:11:04.673136
300,441.8166809082031,0.5484820084336942,632,2026-02-06T00:11:17.598819
301,235.67202758789062,0.5473850444168268,634,2026-02-06T00:11:36.056086
302,214.33969116210938,0.5462902743279932,636,2026-02-06T00:11:51.277052
303,467.9248962402344,0.5451976937793371,638,2026-02-06T00:12:07.125397
304,232.09286499023438,0.5441072983917784,640,2026-02-06T00:12:22.621482
305,502.7299499511719,0.5430190837949949,642,2026-02-06T00:12:35.498131
306,461.38397216796875,0.5419330456274049,644,2026-02-06T00:12:50.572915
307,935.2598876953125,0.5408491795361501,646,2026-02-06T00:13:02.650778
308,242.7116241455078,0.5397674811770777,648,2026-02-06T00:13:19.004176
309,304.664306640625,0.5386879462147236,650,2026-02-06T00:13:34.420695
310,435.36993408203125,0.5376105703222942,652,2026-02-06T00:13:53.537347
311,442.5368957519531,0.5365353491816496,654,2026-02-06T00:14:09.496332
312,537.5819702148438,0.5354622784832863,656,2026-02-06T00:14:15.737312
313,155.43504333496094,0.5343913539263198,658,2026-02-06T00:14:30.553286
314,731.784912109375,0.5333225712184672,660,2026-02-06T00:14:40.487133
315,372.37615966796875,0.5322559260760302,662,2026-02-06T00:14:48.891807
316,733.3284301757812,0.5311914142238782,664,2026-02-06T00:14:59.999137
317,222.96055603027344,0.5301290313954304,666,2026-02-06T00:15:17.374342
318,499.5010070800781,0.5290687733326396,668,2026-02-06T00:15:33.072383
319,591.928955078125,0.5280106357859743,670,2026-02-06T00:15:39.376368
320,492.9195556640625,0.5269546145144024,672,2026-02-06T00:15:54.209910
321,182.46559143066406,0.5259007052853736,674,2026-02-06T00:16:07.832102
322,429.66619873046875,0.5248489038748029,676,2026-02-06T00:16:21.260491
323,462.1914978027344,0.5237992060670532,678,2026-02-06T00:16:41.036739
324,205.5240020751953,0.5227516076549191,680,2026-02-06T00:16:54.461988
325,427.06787109375,0.5217061044396093,682,2026-02-06T00:17:06.477834
326,725.2760009765625,0.52066269223073,684,2026-02-06T00:17:23.770733
327,562.3603515625,0.5196213668462686,686,2026-02-06T00:17:36.347002
328,397.6598205566406,0.5185821241125761,688,2026-02-06T00:17:43.750709
329,596.4766845703125,0.5175449598643509,690,2026-02-06T00:17:50.934876
330,504.0094909667969,0.5165098699446222,692,2026-02-06T00:18:03.126432
