episode,step,position_x,position_y,mineral_type,concentration,reward_earned,timestamp
0,0,59,49,-1,5.217186430931091,521.7186430931091,2026-02-04T14:27:37.306829
2,12,40,32,-1,0.5009726276695728,50.097262766957286,2026-02-05T23:12:13.032404
2,18,38,30,-1,0.6065830769230769,60.65830769230769,2026-02-05T23:13:26.206991
2,19,39,29,-1,0.5868228571428571,58.68228571428571,2026-02-05T23:13:36.342335
2,21,36,29,-1,0.5177113511538775,51.77113511538775,2026-02-05T23:14:00.326235
2,21,35,29,-1,0.506173360540371,50.6173360540371,2026-02-05T23:14:01.195831
3,37,33,54,-1,0.524644559442997,52.4644559442997,2026-02-05T23:16:48.383249
3,43,33,52,-1,0.67964,67.964,2026-02-05T23:17:47.810094
3,43,34,51,-1,0.652736923076923,65.2736923076923,2026-02-05T23:17:48.200663
3,44,33,51,-1,0.62968,62.968,2026-02-05T23:17:57.926294
3,44,32,51,-1,0.555182345472936,55.518234547293595,2026-02-05T23:17:58.231628
3,45,31,52,-1,0.5028099879203487,50.28099879203487,2026-02-05T23:18:08.656348
3,45,30,51,-1,0.5709210554695305,57.09210554695305,2026-02-05T23:18:09.208090
4,67,62,79,-1,0.7660436363636365,76.60436363636364,2026-02-05T23:22:11.227828
4,68,62,78,-1,0.6989307692307694,69.89307692307693,2026-02-05T23:22:24.207298
4,69,63,78,-1,0.6725771428571429,67.25771428571429,2026-02-05T23:22:34.857109
4,71,63,77,-1,0.5495504169101529,54.955041691015296,2026-02-05T23:23:00.375729
4,71,62,77,-1,0.531385603304633,53.13856033046331,2026-02-05T23:23:01.210291
4,72,61,77,-1,0.544182633650887,54.418263365088706,2026-02-05T23:23:11.521423
4,72,60,78,-1,0.5060446929846977,50.604469298469766,2026-02-05T23:23:12.201636
4,74,56,80,-1,0.52186,52.186,2026-02-05T23:23:32.200938
4,75,56,81,-1,0.5072293793196391,50.72293793196391,2026-02-05T23:23:40.602754
4,76,55,81,-1,0.5010076200603198,50.100762006031985,2026-02-05T23:23:49.362088
5,87,46,63,-1,0.5356422400176526,53.564224001765254,2026-02-05T23:25:48.995697
5,87,47,63,-1,0.5518691258919239,55.18691258919239,2026-02-05T23:25:49.200688
5,88,47,64,-1,0.5217568545424939,52.17568545424938,2026-02-05T23:25:55.859244
5,89,48,66,-1,0.566542303519249,56.654230351924895,2026-02-05T23:26:03.155949
5,89,47,67,-1,0.5599143031895161,55.99143031895161,2026-02-05T23:26:03.201792
5,90,46,68,-1,0.5571666434657574,55.71666434657574,2026-02-05T23:26:09.808434
5,91,45,70,-1,0.5674423531627655,56.74423531627655,2026-02-05T23:26:17.301834
5,92,44,70,-1,0.6254927272727272,62.54927272727272,2026-02-05T23:26:23.215252
5,93,44,71,-1,0.90472,90.472,2026-02-05T23:26:29.800700
5,93,44,70,-1,0.5290092307692309,52.900923076923085,2026-02-05T23:26:30.187534
5,94,43,70,-1,0.8225971428571429,82.2597142857143,2026-02-05T23:26:35.131945
5,94,43,69,-1,0.7317690425654411,73.1769042565441,2026-02-05T23:26:35.218229
5,95,42,68,-1,0.7579684602890379,75.79684602890379,2026-02-05T23:26:42.199436
5,96,44,68,-1,0.6834430865899677,68.34430865899677,2026-02-05T23:26:50.169723
5,96,43,68,-1,0.6827389209344232,68.27389209344233,2026-02-05T23:26:50.231346
5,97,42,69,-1,0.6538614349039007,65.38614349039007,2026-02-05T23:26:55.202555
5,98,41,68,-1,0.6294425611434826,62.94425611434826,2026-02-05T23:27:02.197754
5,99,40,69,-1,0.6172503076834546,61.72503076834546,2026-02-05T23:27:09.173608
5,100,42,67,-1,0.5951352973582235,59.513529735822345,2026-02-05T23:27:19.682005
6,112,11,52,-1,0.5117472088038921,51.174720880389216,2026-02-05T23:29:10.335861
6,117,14,48,-1,1.0114981818181819,101.14981818181819,2026-02-05T23:30:26.199392
6,118,15,48,-1,1.2131665939211844,121.31665939211844,2026-02-05T23:30:35.203960
6,118,15,47,-1,0.9297200000000001,92.97200000000001,2026-02-05T23:30:35.351180
6,119,16,46,-1,0.8868828571428571,88.68828571428571,2026-02-05T23:30:46.368948
6,119,15,45,-1,0.8295168609343758,82.95168609343759,2026-02-05T23:30:47.217351
6,120,14,44,-1,0.9586636923720772,95.86636923720772,2026-02-05T23:31:04.510505
6,120,15,44,-1,0.8036386884524146,80.36386884524146,2026-02-05T23:31:05.255203
6,121,14,45,-1,0.7746573541759448,77.46573541759449,2026-02-05T23:31:21.867370
6,122,15,46,-1,0.700675068685391,70.0675068685391,2026-02-05T23:31:37.276934
6,122,16,45,-1,0.6844072177729947,68.44072177729947,2026-02-05T23:31:38.252101
6,123,17,46,-1,0.6666251595110358,66.66251595110359,2026-02-05T23:31:54.440721
6,125,17,45,-1,0.6256041557607346,62.56041557607345,2026-02-05T23:32:22.019862
6,127,17,44,-1,0.5327166818262113,53.271668182621134,2026-02-05T23:32:59.186385
6,128,16,43,-1,0.5830649999999999,58.3065,2026-02-05T23:33:14.618323
6,128,17,43,-1,0.5646397040190139,56.46397040190139,2026-02-05T23:33:15.273107
6,133,12,45,-1,0.5144616949457297,51.44616949457296,2026-02-05T23:34:33.112761
7,142,68,84,-1,1.0660436363636363,106.60436363636363,2026-02-05T23:36:46.185776
7,143,69,83,-1,1.0047,100.47,2026-02-05T23:37:01.332380
7,143,68,83,-1,0.9527969230769231,95.27969230769232,2026-02-05T23:37:02.361111
7,144,69,83,-1,0.5768114285714286,57.68114285714286,2026-02-05T23:37:19.020165
7,144,70,83,-1,0.8244113511819875,82.44113511819874,2026-02-05T23:37:19.213625
7,145,71,84,-1,0.776682399895965,77.6682399895965,2026-02-05T23:37:34.016828
7,146,69,82,-1,0.7329660129552377,73.29660129552377,2026-02-05T23:37:52.242682
7,146,69,81,-1,0.7490868781558592,74.90868781558592,2026-02-05T23:37:53.420128
7,147,68,81,-1,0.7276993386872563,72.76993386872563,2026-02-05T23:38:04.780171
7,147,68,82,-1,0.6668774352261512,66.68774352261512,2026-02-05T23:38:05.246007
7,150,70,82,-1,0.622727212111391,62.2727212111391,2026-02-05T23:38:50.620508
7,151,67,82,-1,0.5888893142904402,58.88893142904402,2026-02-05T23:39:03.194881
7,152,67,83,-1,0.506134776675777,50.613477667577705,2026-02-05T23:39:17.716776
7,153,67,84,-1,0.5205151525507823,52.05151525507823,2026-02-05T23:39:32.333174
7,156,67,80,-1,0.5118365910449864,51.18365910449864,2026-02-05T23:40:12.202070
7,157,66,81,-1,0.508161481292548,50.8161481292548,2026-02-05T23:40:20.659663
7,157,65,82,-1,0.5212541071119905,52.12541071119905,2026-02-05T23:40:21.254718
7,158,66,80,-1,0.5127076931362593,51.270769313625934,2026-02-05T23:40:28.226157
7,159,65,79,-1,0.5141029506473287,51.41029506473287,2026-02-05T23:40:45.550997
7,160,64,77,-1,0.616235780385283,61.6235780385283,2026-02-05T23:40:58.540558
7,160,65,77,-1,0.5042075074546727,50.420750745467274,2026-02-05T23:40:59.234351
7,161,64,76,-1,0.5051399999999999,50.513999999999996,2026-02-05T23:41:15.755290
7,161,64,75,-1,0.5015870969441533,50.15870969441533,2026-02-05T23:41:16.320410
9,163,23,66,-1,0.6162103964090347,61.621039640903476,2026-02-05T23:41:45.133353
9,163,24,67,-1,0.6265350902867317,62.65350902867317,2026-02-05T23:41:45.236969
9,168,24,66,-1,1.2842054545454544,128.42054545454545,2026-02-05T23:42:25.218575
9,169,24,67,-1,0.8731799999999998,87.31799999999998,2026-02-05T23:42:34.566718
9,169,23,66,-1,0.8058723076923077,80.58723076923077,2026-02-05T23:42:35.271447
9,170,24,67,-1,0.74818,74.818,2026-02-05T23:42:42.638077
9,170,23,66,-1,0.8077503351810713,80.77503351810714,2026-02-05T23:42:43.369739
9,171,22,66,-1,0.9341398251020379,93.41398251020378,2026-02-05T23:42:51.159697
9,171,23,66,-1,0.6158470588235294,61.58470588235294,2026-02-05T23:42:51.202999
9,172,24,67,-1,0.5815333333333333,58.153333333333336,2026-02-05T23:42:59.574007
9,172,23,68,-1,0.7954374444437196,79.54374444437195,2026-02-05T23:43:00.205914
9,173,22,69,-1,0.8492377704598013,84.92377704598013,2026-02-05T23:43:05.680868
9,173,22,70,-1,0.82974,82.974,2026-02-05T23:43:06.214455
9,174,21,69,-1,0.8065046488152835,80.65046488152835,2026-02-05T23:43:12.800692
9,175,21,68,-1,0.7641396474695233,76.41396474695233,2026-02-05T23:43:26.354305
9,175,20,69,-1,0.7497801332001919,74.97801332001919,2026-02-05T23:43:27.208538
9,176,20,68,-1,0.7335337365038241,73.35337365038241,2026-02-05T23:43:36.765381
9,176,19,67,-1,0.7187246939637388,71.87246939637389,2026-02-05T23:43:37.239404
9,178,20,66,-1,0.6510422899746239,65.10422899746239,2026-02-05T23:43:51.477573
9,178,20,67,-1,0.6137339741751336,61.37339741751336,2026-02-05T23:43:52.203805
9,180,19,65,-1,0.6338828847374259,63.3882884737426,2026-02-05T23:44:10.805610
9,181,18,64,-1,0.6135889854964816,61.35889854964816,2026-02-05T23:44:16.257340
9,182,19,66,-1,0.5672310811040977,56.723108110409775,2026-02-05T23:44:30.194456
9,184,18,63,-1,0.5741437591491956,57.41437591491955,2026-02-05T23:44:50.190332
9,185,17,62,-1,0.711769469790521,71.1769469790521,2026-02-05T23:45:01.467046
9,185,16,61,-1,0.6660391706123676,66.60391706123676,2026-02-05T23:45:02.240937
10,186,49,13,-1,0.6417761934995652,64.17761934995652,2026-02-05T23:45:17.969566
10,187,50,13,-1,0.625347233452797,62.534723345279694,2026-02-05T23:45:24.681988
10,189,52,11,-1,0.6430267538785934,64.30267538785934,2026-02-05T23:45:41.734257
11,195,25,26,-1,1.6115181818181818,161.1518181818182,2026-02-05T23:46:28.338710
11,196,26,27,-1,1.17322,117.32199999999999,2026-02-05T23:46:34.961773
11,196,27,26,-1,1.0828353846153846,108.28353846153846,2026-02-05T23:46:35.199154
11,197,26,26,-1,1.005362857142857,100.53628571428571,2026-02-05T23:46:42.400876
11,197,27,25,-1,1.1560741502207692,115.60741502207692,2026-02-05T23:46:43.209509
11,198,28,25,-1,1.1655597583887642,116.55597583887644,2026-02-05T23:46:50.100082
11,198,27,25,-1,0.8276717647058822,82.76717647058823,2026-02-05T23:46:50.254344
11,199,28,25,-1,0.7815933333333333,78.15933333333332,2026-02-05T23:47:00.858663
11,199,29,26,-1,1.0462647359883182,104.62647359883182,2026-02-05T23:47:01.217010
11,200,30,26,-1,1.03163818810489,103.16381881048899,2026-02-05T23:47:06.652445
11,200,29,25,-1,0.9931343097665639,99.31343097665639,2026-02-05T23:47:08.166568
11,201,30,25,-1,0.9700884515143658,97.00884515143659,2026-02-05T23:47:13.000178
11,201,30,26,-1,0.6113834782608696,61.138347826086964,2026-02-05T23:47:13.218110
11,202,29,27,-1,0.8659084871768169,86.5908487176817,2026-02-05T23:47:23.640039
11,202,28,26,-1,0.8042448945081557,80.42448945081557,2026-02-05T23:47:24.239467
11,203,27,26,-1,0.5406876923076923,54.06876923076923,2026-02-05T23:47:33.843637
11,203,26,27,-1,0.5206022222222222,52.060222222222215,2026-02-05T23:47:34.224386
11,204,27,26,-1,0.5019514285714286,50.195142857142855,2026-02-05T23:47:44.490319
11,205,26,24,-1,0.7138993748469146,71.38993748469146,2026-02-05T23:47:53.356092
11,205,25,23,-1,0.7684674182899746,76.84674182899745,2026-02-05T23:47:54.214652
11,206,26,23,-1,0.7225706309350983,72.25706309350983,2026-02-05T23:48:06.240659
11,207,25,22,-1,0.7406152868064608,74.06152868064608,2026-02-05T23:48:15.895247
11,207,26,21,-1,0.7313416697633506,73.13416697633505,2026-02-05T23:48:16.222778
11,208,27,22,-1,0.7102601827787631,71.02601827787632,2026-02-05T23:48:24.863287
11,208,26,22,-1,0.7022111019096954,70.22111019096954,2026-02-05T23:48:25.214416
11,209,27,23,-1,0.6553129101002494,65.53129101002494,2026-02-05T23:48:34.788462
11,209,27,24,-1,0.5737589766726738,57.37589766726738,2026-02-05T23:48:35.211173
